a, Eruling, Fbend,
2.635,4.82388,10.1648,1
2.636,4.82665,10.2911,1
2.637,4.82943,10.4203,1
2.638,4.83219,10.5526,1
2.639,4.83495,10.688,1
2.64,4.83771,10.8266,1
2.641,4.84045,10.9686,1
2.642,4.8432,11.114,1
2.643,4.84593,11.2629,1
2.644,4.84866,11.4155,1
2.645,4.85139,11.5719,1
2.646,4.85411,11.7323,1
2.647,4.85682,11.8967,1
2.648,4.85953,12.0653,1
2.649,4.86223,12.2383,1
2.65,4.86492,12.4158,1
2.651,4.86761,12.5979,1
2.652,4.8703,12.7849,1
2.653,4.87298,12.9769,1
2.654,4.87565,13.1741,1
2.655,4.87831,13.3766,1
2.656,4.88097,13.5848,1
2.657,4.88363,13.7988,1
2.658,4.88628,14.0188,1
2.659,4.88892,14.2451,1
2.66,4.89156,14.4778,1
2.661,4.89419,14.7173,1
2.662,4.89681,14.9639,1
2.663,4.89943,15.2177,1
2.664,4.90204,15.4792,1
2.665,4.90465,15.7485,1
2.666,4.90725,16.0261,1
2.667,4.90985,16.3123,1
2.668,4.91244,16.6074,1
2.669,4.91502,16.9119,1
2.67,4.9176,17.2261,1
2.671,4.92017,17.5504,1
2.672,4.92273,17.8853,1
2.673,4.92529,18.2314,1
2.674,4.92785,18.589,1
2.675,4.93039,18.9587,1
2.676,4.93294,19.341,1
2.677,4.93547,19.7366,1
2.678,4.938,20.1461,1
2.679,4.94053,20.5702,1
2.68,4.94304,21.0095,1
2.681,4.94555,21.4648,1
2.682,4.94806,21.9368,1
2.683,4.95056,22.4265,1
2.684,4.95305,22.9348,1
2.685,4.95554,23.4625,1
2.686,4.95802,24.0107,1
2.687,4.9605,24.5805,1
2.688,4.96297,25.1731,1
2.689,4.96543,25.7896,1
2.69,4.96789,26.4314,1
2.691,4.97034,27.0999,1
2.692,4.97278,27.7967,1
2.693,4.97522,28.5233,1
2.694,4.97766,29.2815,1
2.695,4.98008,30.0731,1
2.696,4.98251,30.9002,1
2.697,4.98492,31.7649,1
2.698,4.98733,32.6696,1
2.699,4.98973,33.6168,1
2.7,4.99213,34.6091,1
2.701,4.99452,35.6495,1
2.702,4.99691,36.7413,1
2.703,4.99928,37.8877,1
2.704,5.00166,39.0926,1
2.705,5.00402,40.3601,1
2.706,5.00638,41.6945,1
2.707,5.00874,43.1006,1
2.708,5.01109,44.5838,1
2.709,5.01343,46.1497,1
2.71,5.01576,47.8047,1
2.711,5.01809,49.5556,1
2.712,5.02042,51.4101,1
2.713,5.02274,53.3764,1
2.714,5.02505,55.4638,1
2.715,5.02735,57.6825,1
2.716,5.02965,60.0437,1
2.717,5.03194,62.5599,1
2.718,5.03423,65.245,1
2.719,5.03651,68.1145,1
2.72,5.03879,71.1857,1
2.721,5.04106,74.4779,1
2.722,5.04332,78.013,1
2.723,5.04557,81.8155,1
2.724,5.04782,85.913,1
2.725,5.05007,90.3368,1
2.726,5.05231,95.1227,1
2.727,5.05454,100.311,1
2.728,5.05676,105.949,1
2.729,5.05898,112.089,1
2.73,5.0612,118.793,1
2.731,5.0634,126.133,1
2.732,5.0656,134.191,1
2.733,5.0678,143.064,1
2.734,5.06999,152.866,1
2.735,5.07217,163.732,1
2.736,5.07434,175.82,1
2.737,5.07651,189.323,1
2.738,5.07868,204.468,1
2.739,5.08083,221.533,1
2.74,5.08299,240.859,1
2.741,5.08513,262.861,1
2.742,5.08727,288.057,1
2.743,5.0894,317.099,1
2.744,5.09153,350.808,1
2.745,5.09365,390.241,1
2.746,5.09576,436.772,1
2.747,5.09787,492.211,1
2.748,5.09997,558.985,1
2.749,5.10206,640.408,1
2.75,5.10415,741.098,1
2.751,5.10624,867.647,1
2.752,5.10831,1029.73,1
2.753,5.11038,1242.01,1
2.754,5.11245,1527.56,1
2.755,5.1145,1924.41,1
2.756,5.11655,2498.93,1
2.757,5.1186,3375.4,1
2.758,5.12064,4809.38,1
2.759,5.12267,7397.37,1
2.76,5.1247,12814.2,1
2.761,5.12672,27400.2,1
2.762,5.12873,94740.2,1
2.763,5.13074,4.78E+06,1
2.764,5.13274,183630,1
2.765,5.13473,38098,1
2.766,5.13672,15976.1,1
2.767,5.1387,8737.15,1
2.768,5.14068,5500.69,1
2.769,5.14265,3779.59,1
2.77,5.14461,2756.65,1
2.771,5.14657,2099.58,1
2.772,5.14852,1652.61,1
2.773,5.15046,1334.85,1
2.774,5.1524,1100.89,1
2.775,5.15433,923.66,1
2.776,5.15626,786.194,1
2.777,5.15817,677.428,1
2.778,5.16009,589.892,1
2.779,5.16199,518.4,1
2.78,5.16389,459.257,1
2.781,5.16579,409.774,1
2.782,5.16767,367.956,1
2.783,5.16955,332.298,1
2.784,5.17143,301.646,1
2.785,5.1733,275.106,1
2.786,5.17516,251.973,1
2.787,5.17701,231.689,1
2.788,5.17886,213.804,1
2.789,5.18071,197.954,1
2.79,5.18254,183.842,1
2.791,5.18437,171.223,1
2.792,5.1862,159.894,1
2.793,5.18801,149.684,1
2.794,5.18982,140.451,1
2.795,5.19163,132.074,1
2.796,5.19343,124.452,1
2.797,5.19522,117.495,1
2.798,5.197,111.129,1
2.799,5.19878,105.288,1
2.8,5.20055,99.9176,1
2.801,5.20232,94.9674,1
2.802,5.20408,90.3952,1
2.803,5.20583,86.1634,1
2.804,5.20758,82.2392,1
2.805,5.20932,78.5937,1
2.806,5.21105,75.201,1
2.807,5.21278,72.0384,1
2.808,5.2145,69.0858,1
2.809,5.21622,66.3249,1
2.81,5.21793,63.7396,1
2.811,5.21963,61.3155,1
2.812,5.22132,59.0394,1
2.813,5.22301,56.8997,1
2.814,5.22469,54.8857,1
2.815,5.2246,3.83734,1
2.816,5.22401,3.85018,1
2.817,5.22343,3.86313,1
2.818,5.22284,3.87617,1
2.819,5.22226,3.88933,1
2.82,5.22167,3.90259,1
2.821,5.22108,3.91595,1
2.822,5.2205,3.92943,1
2.823,5.21991,3.94301,1
2.824,5.21932,3.95671,1
2.825,5.21873,3.97052,1
2.826,5.21814,3.98444,1
2.827,5.21755,3.99848,1
2.828,5.21695,4.01263,1
2.829,5.21636,4.0269,1
2.83,5.21577,4.04129,1
2.831,5.21517,4.0558,1
2.832,5.21458,4.07043,1
2.833,5.21398,4.08519,1
2.834,5.21339,4.10007,1
2.835,5.21279,4.11507,1
2.836,5.21219,4.13021,1
2.837,5.21159,4.14547,1
2.838,5.21099,4.16086,1
2.839,5.21039,4.17639,1
2.84,5.20979,4.19205,1
2.841,5.20919,4.20784,1
2.842,5.20859,4.22377,1
2.843,5.20798,4.23984,1
2.844,5.20738,4.25605,1
2.845,5.20678,4.27241,1
2.846,5.20617,4.2889,1
2.847,5.20557,4.30554,1
2.848,5.20496,4.32233,1
2.849,5.20435,4.33927,1
2.85,5.20374,4.35636,1
2.851,5.20314,4.37361,1
2.852,5.20253,4.391,1
2.853,5.20192,4.40856,1
2.854,5.20131,4.42627,1
2.855,5.20069,4.44414,1
2.856,5.20008,4.46218,1
2.857,5.19947,4.48038,1
2.858,5.19885,4.49875,1
2.859,5.19824,4.51729,1
2.86,5.19762,4.536,1
2.861,5.19701,4.55488,1
2.862,5.19639,4.57394,1
2.863,5.19577,4.59318,1
2.864,5.19516,4.6126,1
2.865,5.19454,4.6322,1
2.866,5.19392,4.65198,1
2.867,5.1933,4.67196,1
2.868,5.19268,4.69212,1
2.869,5.19205,4.71248,1
2.87,5.19143,4.73303,1
2.871,5.19081,4.75378,1
2.872,5.19018,4.77473,1
2.873,5.18956,4.79589,1
2.874,5.18893,4.81725,1
2.875,5.18831,4.83882,1
2.876,5.18768,4.8606,1
2.877,5.18705,4.88259,1
2.878,5.18642,4.90481,1
2.879,5.1858,4.92724,1
2.88,5.18517,4.9499,1
2.881,5.18453,4.97279,1
2.882,5.1839,4.99591,1
2.883,5.18327,5.01926,1
2.884,5.18264,5.04284,1
2.885,5.182,5.06667,1
2.886,5.18137,5.09074,1
2.887,5.18073,5.11506,1
2.888,5.1801,5.13963,1
2.889,5.17946,5.16445,1
2.89,5.17882,5.18953,1
2.891,5.17819,5.21487,1
2.892,5.17755,5.24048,1
2.893,5.17691,5.26636,1
2.894,5.17627,5.29251,1
2.895,5.17563,5.31894,1
2.896,5.17498,5.34565,1
2.897,5.17434,5.37264,1
2.898,5.1737,5.39993,1
2.899,5.17305,5.42751,1
2.9,5.17241,5.45539,1
2.901,5.17176,5.48357,1
2.902,5.17111,5.51207,1
2.903,5.17047,5.54087,1
2.904,5.16982,5.56999,1
2.905,5.16917,5.59944,1
2.906,5.16852,5.62921,1
2.907,5.16787,5.65932,1
2.908,5.16722,5.68976,1
2.909,5.16657,5.72055,1
2.91,5.16591,5.75169,1
