a(radian),a(degree),Eruling, Ebend, Eparalell, Eruling2
0.056,3.20856, 337.151, 222.528, 35.654, 337.151
0.057,3.26586, 337.142, 215.398, 35.6539, 337.142
0.058,3.32316, 337.133, 208.633, 35.6538, 337.133
0.059,3.38045, 337.125, 202.208, 35.6536, 337.125
0.06,3.43775, 337.116, 196.1, 35.6535, 337.116
0.061,3.49504, 337.107, 190.288, 35.6534, 337.107
0.062,3.55234, 337.098, 184.754, 35.6532, 337.098
0.063,3.60963, 337.089, 179.48, 35.6531, 337.089
0.064,3.66693, 337.08, 174.45, 35.653, 337.08
0.065,3.72423, 337.071, 169.65, 35.6529, 337.071
0.066,3.78152, 337.062, 165.064, 35.6527, 337.062
0.067,3.83882, 337.053, 160.682, 35.6526, 337.053
0.068,3.89611, 337.044, 156.49, 35.6525, 337.044
0.069,3.95341, 337.035, 152.478, 35.6523, 337.035
0.07,4.0107, 337.026, 148.635, 35.6522, 337.026
0.071,4.068, 337.017, 144.953, 35.6521, 337.017
0.072,4.1253, 337.008, 141.422, 35.6519, 337.008
0.073,4.18259, 336.999, 138.034, 35.6518, 336.999
0.074,4.23989, 336.99, 134.781, 35.6517, 336.99
0.075,4.29718, 336.981, 131.656, 35.6515, 336.981
0.076,4.35448, 336.972, 128.653, 35.6514, 336.972
0.077,4.41178, 336.963, 125.766, 35.6513, 336.963
0.078,4.46907, 336.954, 122.987, 35.6511, 336.954
0.079,4.52637, 336.945, 120.313, 35.651, 336.945
0.08,4.58366, 336.936, 117.737, 35.6509, 336.936
0.081,4.64096, 336.927, 115.255, 35.6507, 336.927
0.082,4.69825, 336.918, 112.863, 35.6506, 336.918
0.083,4.75555, 336.909, 110.555, 35.6505, 336.909
0.084,4.81285, 336.9, 108.329, 35.6503, 336.9
0.085,4.87014, 336.891, 106.18, 35.6502, 336.891
0.086,4.92744, 336.882, 104.104, 35.6501, 336.882
0.087,4.98473, 336.873, 102.099, 35.6499, 336.873
0.088,5.04203, 336.864, 100.161, 35.6498, 336.864
0.089,5.09932, 336.854, 98.2869, 35.6497, 336.854
0.09,5.15662, 336.845, 96.4743, 35.6495, 336.845
0.091,5.21392, 336.836, 94.7202, 35.6494, 336.836
0.092,5.27121, 336.827, 93.0223, 35.6493, 336.827
0.093,5.32851, 336.818, 91.3781, 35.6491, 336.818
0.094,5.3858, 336.809, 89.7853, 35.649, 336.809
0.095,5.4431, 336.8, 88.2417, 35.6489, 336.8
0.096,5.50039, 336.791, 86.7454, 35.6487, 336.791
0.097,5.55769, 336.781, 85.2944, 35.6486, 336.781
0.098,5.61499, 336.772, 83.8869, 35.6485, 336.772
0.099,5.67228, 336.763, 82.5211, 35.6483, 336.763
0.1,5.72958, 336.754, 81.1953, 35.6482, 336.754
0.101,5.78687, 336.745, 79.9081, 35.648, 336.745
0.102,5.84417, 336.735, 78.6578, 35.6479, 336.735
0.103,5.90147, 336.726, 77.443, 35.6478, 336.726
0.104,5.95876, 336.717, 76.2625, 35.6476, 336.717
0.105,6.01606, 336.708, 75.1149, 35.6475, 336.708
0.106,6.07335, 336.699, 73.9989, 35.6474, 336.699
0.107,6.13065, 336.689, 72.9134, 35.6472, 336.689
0.108,6.18794, 336.68, 71.8573, 35.6471, 336.68
0.109,6.24524, 336.671, 70.8295, 35.647, 336.671
0.11,6.30254, 336.662, 69.829, 35.6468, 336.662
0.111,6.35983, 336.652, 68.8548, 35.6467, 336.652
0.112,6.41713, 336.643, 67.906, 35.6465, 336.643
0.113,6.47442, 336.634, 66.9816, 35.6464, 336.634
0.114,6.53172, 336.624, 66.0808, 35.6463, 336.624
0.115,6.58901, 336.615, 65.2029, 35.6461, 336.615
0.116,6.64631, 336.606, 64.347, 35.646, 336.606
0.117,6.70361, 336.596, 63.5123, 35.6458, 336.596
0.118,6.7609, 336.587, 62.6982, 35.6457, 336.587
0.119,6.8182, 336.578, 61.904, 35.6456, 336.578
0.12,6.87549, 336.569, 61.1291, 35.6454, 336.569
0.121,6.93279, 336.559, 60.3726, 35.6453, 336.559
0.122,6.99009, 336.55, 59.6342, 35.6451, 336.55
0.123,7.04738, 336.54, 58.9132, 35.645, 336.54
0.124,7.10468, 336.531, 58.209, 35.6449, 336.531
0.125,7.16197, 336.522, 57.5211, 35.6447, 336.522
0.126,7.21927, 336.512, 56.8491, 35.6446, 336.512
0.127,7.27656, 336.503, 56.1923, 35.6444, 336.503
0.128,7.33386, 336.494, 55.5503, 35.6443, 336.494
0.129,7.39116, 336.484, 54.9227, 35.6442, 336.484
0.13,7.44845, 336.475, 54.3091, 35.644, 336.475
0.131,7.50575, 336.465, 53.7089, 35.6439, 336.465
0.132,7.56304, 336.456, 53.1219, 35.6437, 336.456
0.133,7.62034, 336.446, 52.5475, 35.6436, 336.446
0.134,7.67763, 336.437, 51.9855, 35.6435, 336.437
0.135,7.73493, 336.428, 51.4355, 35.6433, 336.428
0.136,7.79223, 336.418, 50.8971, 35.6432, 336.418
0.137,7.84952, 336.409, 50.3699, 35.643, 336.409
0.138,7.90682, 336.399, 49.8538, 35.6429, 336.399
0.139,7.96411, 336.39, 49.3482, 35.6427, 336.39
0.14,8.02141, 336.38, 48.8531, 35.6426, 336.38
0.141,8.0787, 336.371, 48.3679, 35.6425, 336.371
0.142,8.136, 336.361, 47.8926, 35.6423, 336.361
0.143,8.1933, 336.352, 47.4268, 35.6422, 336.352
0.144,8.25059, 336.342, 46.9701, 35.642, 336.342
0.145,8.30789, 336.333, 46.5225, 35.6419, 336.333
0.146,8.36518, 336.323, 46.0837, 35.6417, 336.323
0.147,8.42248, 336.314, 45.6533, 35.6416, 336.314
0.148,8.47978, 336.304, 45.2312, 35.6414, 336.304
0.149,8.53707, 336.294, 44.8172, 35.6413, 336.294
0.15,8.59437, 336.285, 44.411, 35.6412, 336.285
0.151,8.65166, 336.275, 44.0125, 35.641, 336.275
0.152,8.70896, 336.266, 43.6214, 35.6409, 336.266
0.153,8.76625, 336.256, 43.2375, 35.6407, 336.256
0.154,8.82355, 336.247, 42.8607, 35.6406, 336.247
0.155,8.88085, 336.237, 42.4908, 35.6404, 336.237
0.156,8.93814, 336.227, 42.1276, 35.6403, 336.227
0.157,8.99544, 336.218, 41.771, 35.6401, 336.218
0.158,9.05273, 336.208, 41.4207, 35.64, 336.208
0.159,9.11003, 336.199, 41.0766, 35.6398, 336.199
0.16,9.16732, 336.189, 40.7386, 35.6397, 336.189
0.161,9.22462, 336.179, 40.4065, 35.6395, 336.179
0.162,9.28192, 336.17, 40.0802, 35.6394, 336.17
0.163,9.33921, 336.16, 39.7595, 35.6393, 336.16
0.164,9.39651, 336.15, 39.4443, 35.6391, 336.15
0.165,9.4538, 336.141, 39.1345, 35.639, 336.141
0.166,9.5111, 336.131, 38.8299, 35.6388, 336.131
0.167,9.5684, 336.121, 38.5304, 35.6387, 336.121
0.168,9.62569, 336.111, 38.2359, 35.6385, 336.111
0.169,9.68299, 336.102, 37.9462, 35.6384, 336.102
0.17,9.74028, 336.092, 37.6613, 35.6382, 336.092
0.171,9.79758, 336.082, 37.3811, 35.6381, 336.082
0.172,9.85487, 336.073, 37.1054, 35.6379, 336.073
0.173,9.91217, 336.063, 36.8341, 35.6378, 336.063
0.174,9.96947, 336.053, 36.5672, 35.6376, 336.053
0.175,10.0268, 336.043, 36.3046, 35.6375, 336.043
0.176,10.0841, 336.034, 36.046, 35.6373, 336.034
0.177,10.1414, 336.024, 35.7915, 35.6372, 336.024
0.178,10.1986, 336.014, 35.541, 35.637, 336.014
0.179,10.2559, 336.004, 35.2944, 35.6369, 336.004
0.18,10.3132, 335.994, 35.0515, 35.6367, 335.994
0.181,10.3705, 335.985, 34.8124, 35.6366, 335.985
0.182,10.4278, 335.975, 34.5769, 35.6364, 335.975
0.183,10.4851, 335.965, 34.3449, 35.6363, 335.965
0.184,10.5424, 335.955, 34.1164, 35.6361, 335.955
0.185,10.5997, 335.945, 33.8913, 35.636, 335.945
0.186,10.657, 335.935, 33.6695, 35.6358, 335.935
0.187,10.7143, 335.926, 33.451, 35.6357, 335.926
0.188,10.7716, 335.916, 33.2356, 35.6355, 335.916
0.189,10.8289, 335.906, 33.0234, 35.6354, 335.906
0.19,10.8862, 335.896, 32.8143, 35.6352, 335.896
0.191,10.9435, 335.886, 32.6081, 35.635, 335.886
0.192,11.0008, 335.876, 32.4049, 35.6349, 335.876
0.193,11.0581, 335.866, 32.2045, 35.6347, 335.866
0.194,11.1154, 335.856, 32.007, 35.6346, 335.856
0.195,11.1727, 335.846, 31.8122, 35.6344, 335.846
0.196,11.23, 335.836, 31.6201, 35.6343, 335.836
0.197,11.2873, 335.827, 31.4307, 35.6341, 335.827
0.198,11.3446, 335.817, 31.2439, 35.634, 335.817
0.199,11.4019, 335.807, 31.0596, 35.6338, 335.807
0.2,11.4592, 335.797, 30.8778, 35.6337, 335.797
0.201,11.5165, 335.787, 30.6984, 35.6335, 335.787
0.202,11.5737, 335.777, 30.5215, 35.6334, 335.777
0.203,11.631, 335.767, 30.3469, 35.6332, 335.767
0.204,11.6883, 335.757, 30.1746, 35.633, 335.757
0.205,11.7456, 335.747, 30.0045, 35.6329, 335.747
0.206,11.8029, 335.737, 29.8367, 35.6327, 335.737
0.207,11.8602, 335.727, 29.6711, 35.6326, 335.727
0.208,11.9175, 335.717, 29.5076, 35.6324, 335.717
0.209,11.9748, 335.707, 29.3462, 35.6323, 335.707
0.21,12.0321, 335.697, 29.1868, 35.6321, 335.697
0.211,12.0894, 335.687, 29.0295, 35.632, 335.687
0.212,12.1467, 335.676, 28.8741, 35.6318, 335.676
0.213,12.204, 335.666, 28.7207, 35.6316, 335.666
0.214,12.2613, 335.656, 28.5692, 35.6315, 335.656
0.215,12.3186, 335.646, 28.4196, 35.6313, 335.646
0.216,12.3759, 335.636, 28.2718, 35.6312, 335.636
0.217,12.4332, 335.626, 28.1258, 35.631, 335.626
0.218,12.4905, 335.616, 27.9816, 35.6308, 335.616
0.219,12.5478, 335.606, 27.8392, 35.6307, 335.606
0.22,12.6051, 335.596, 27.6984, 35.6305, 335.596
0.221,12.6624, 335.586, 27.5594, 35.6304, 335.586
0.222,12.7197, 335.575, 27.422, 35.6302, 335.575
0.223,12.777, 335.565, 27.2862, 35.6301, 335.565
0.224,12.8343, 335.555, 27.152, 35.6299, 335.555
0.225,12.8916, 335.545, 27.0193, 35.6297, 335.545
0.226,12.9488, 335.535, 26.8883, 35.6296, 335.535
0.227,13.0061, 335.525, 26.7587, 35.6294, 335.525
0.228,13.0634, 335.514, 26.6306, 35.6293, 335.514
0.229,13.1207, 335.504, 26.504, 35.6291, 335.504
0.23,13.178, 335.494, 26.3788, 35.6289, 335.494
0.231,13.2353, 335.484, 26.255, 35.6288, 335.484
0.232,13.2926, 335.473, 26.1326, 35.6286, 335.473
0.233,13.3499, 335.463, 26.0116, 35.6285, 335.463
0.234,13.4072, 335.453, 25.8919, 35.6283, 335.453
0.235,13.4645, 335.443, 25.7736, 35.6281, 335.443
0.236,13.5218, 335.432, 25.6565, 35.628, 335.432
0.237,13.5791, 335.422, 25.5408, 35.6278, 335.422
0.238,13.6364, 335.412, 25.4262, 35.6276, 335.412
0.239,13.6937, 335.402, 25.313, 35.6275, 335.402
0.24,13.751, 335.391, 25.2009, 35.6273, 335.391
0.241,13.8083, 335.381, 25.09, 35.6272, 335.381
0.242,13.8656, 335.371, 24.9803, 35.627, 335.371
0.243,13.9229, 335.36, 24.8718, 35.6268, 335.36
0.244,13.9802, 335.35, 24.7644, 35.6267, 335.35
0.245,14.0375, 335.34, 24.6582, 35.6265, 335.34
0.246,14.0948, 335.329, 24.553, 35.6263, 335.329
0.247,14.1521, 335.319, 24.4489, 35.6262, 335.319
0.248,14.2094, 335.309, 24.3459, 35.626, 335.309
0.249,14.2666, 335.298, 24.244, 35.6258, 335.298
0.25,14.3239, 335.288, 24.143, 35.6257, 335.288
0.251,14.3812, 335.277, 24.0432, 35.6255, 335.277
0.252,14.4385, 335.267, 23.9443, 35.6254, 335.267
0.253,14.4958, 335.257, 23.8464, 35.6252, 335.257
0.254,14.5531, 335.246, 23.7495, 35.625, 335.246
0.255,14.6104, 335.236, 23.6535, 35.6249, 335.236
0.256,14.6677, 335.225, 23.5585, 35.6247, 335.225
0.257,14.725, 335.215, 23.4644, 35.6245, 335.215
0.258,14.7823, 335.204, 23.3712, 35.6244, 335.204
0.259,14.8396, 335.194, 23.279, 35.6242, 335.194
0.26,14.8969, 335.184, 23.1876, 35.624, 335.184
0.261,14.9542, 335.173, 23.0971, 35.6239, 335.173
0.262,15.0115, 335.163, 23.0075, 35.6237, 335.163
0.263,15.0688, 335.152, 22.9187, 35.6235, 335.152
0.264,15.1261, 335.142, 22.8308, 35.6234, 335.142
0.265,15.1834, 335.131, 22.7437, 35.6232, 335.131
0.266,15.2407, 335.121, 22.6574, 35.623, 335.121
0.267,15.298, 335.11, 22.5719, 35.6228, 335.11
0.268,15.3553, 335.099, 22.4872, 35.6227, 335.099
0.269,15.4126, 335.089, 22.4033, 35.6225, 335.089
0.27,15.4699, 335.078, 22.3202, 35.6223, 335.078
0.271,15.5272, 335.068, 22.2378, 35.6222, 335.068
0.272,15.5845, 335.057, 22.1561, 35.622, 335.057
0.273,15.6417, 335.047, 22.0752, 35.6218, 335.047
0.274,15.699, 335.036, 21.9951, 35.6217, 335.036
0.275,15.7563, 335.025, 21.9156, 35.6215, 335.025
0.276,15.8136, 335.015, 21.8369, 35.6213, 335.015
0.277,15.8709, 335.004, 21.7588, 35.6211, 335.004
0.278,15.9282, 334.993, 21.6815, 35.621, 334.993
0.279,15.9855, 334.983, 21.6048, 35.6208, 334.983
0.28,16.0428, 334.972, 21.5288, 35.6206, 334.972
0.281,16.1001, 334.962, 21.4534, 35.6205, 334.962
0.282,16.1574, 334.951, 21.3787, 35.6203, 334.951
0.283,16.2147, 334.94, 21.3046, 35.6201, 334.94
0.284,16.272, 334.93, 21.2312, 35.6199, 334.93
0.285,16.3293, 334.919, 21.1584, 35.6198, 334.919
0.286,16.3866, 334.908, 21.0862, 35.6196, 334.908
0.287,16.4439, 334.897, 21.0146, 35.6194, 334.897
0.288,16.5012, 334.887, 20.9436, 35.6193, 334.887
0.289,16.5585, 334.876, 20.8733, 35.6191, 334.876
0.29,16.6158, 334.865, 20.8035, 35.6189, 334.865
0.291,16.6731, 334.854, 20.7342, 35.6187, 334.854
0.292,16.7304, 334.844, 20.6656, 35.6186, 334.844
0.293,16.7877, 334.833, 20.5975, 35.6184, 334.833
0.294,16.845, 334.822, 20.5299, 35.6182, 334.822
0.295,16.9023, 334.811, 20.4629, 35.618, 334.811
0.296,16.9596, 334.801, 20.3965, 35.6179, 334.801
0.297,17.0168, 334.79, 20.3306, 35.6177, 334.79
0.298,17.0741, 334.779, 20.2652, 35.6175, 334.779
0.299,17.1314, 334.768, 20.2003, 35.6173, 334.768
0.3,17.1887, 334.757, 20.136, 35.6172, 334.757
0.301,17.246, 334.746, 20.0721, 35.617, 334.746
0.302,17.3033, 334.736, 20.0088, 35.6168, 334.736
0.303,17.3606, 334.725, 19.9459, 35.6166, 334.725
0.304,17.4179, 334.714, 19.8835, 35.6165, 334.714
0.305,17.4752, 334.703, 19.8217, 35.6163, 334.703
0.306,17.5325, 334.692, 19.7603, 35.6161, 334.692
0.307,17.5898, 334.681, 19.6993, 35.6159, 334.681
0.308,17.6471, 334.67, 19.6388, 35.6157, 334.67
0.309,17.7044, 334.659, 19.5788, 35.6156, 334.659
0.31,17.7617, 334.648, 19.5193, 35.6154, 334.648
0.311,17.819, 334.637, 19.4602, 35.6152, 334.637
0.312,17.8763, 334.626, 19.4015, 35.615, 334.626
0.313,17.9336, 334.616, 19.3433, 35.6149, 334.616
0.314,17.9909, 334.605, 19.2855, 35.6147, 334.605
0.315,18.0482, 334.594, 19.2281, 35.6145, 334.594
0.316,18.1055, 334.583, 19.1711, 35.6143, 334.583
0.317,18.1628, 334.572, 19.1146, 35.6141, 334.572
0.318,18.2201, 334.561, 19.0585, 35.614, 334.561
0.319,18.2774, 334.55, 19.0028, 35.6138, 334.55
0.32,18.3346, 334.539, 18.9474, 35.6136, 334.539
0.321,18.3919, 334.528, 18.8925, 35.6134, 334.528
0.322,18.4492, 334.516, 18.838, 35.6132, 334.516
0.323,18.5065, 334.505, 18.7839, 35.613, 334.505
0.324,18.5638, 334.494, 18.7301, 35.6129, 334.494
0.325,18.6211, 334.483, 18.6767, 35.6127, 334.483
0.326,18.6784, 334.472, 18.6237, 35.6125, 334.472
0.327,18.7357, 334.461, 18.5711, 35.6123, 334.461
0.328,18.793, 334.45, 18.5189, 35.6121, 334.45
0.329,18.8503, 334.439, 18.467, 35.612, 334.439
0.33,18.9076, 334.428, 18.4154, 35.6118, 334.428
0.331,18.9649, 334.417, 18.3642, 35.6116, 334.417
0.332,19.0222, 334.406, 18.3134, 35.6114, 334.406
0.333,19.0795, 334.394, 18.2629, 35.6112, 334.394
0.334,19.1368, 334.383, 18.2128, 35.611, 334.383
0.335,19.1941, 334.372, 18.163, 35.6108, 334.372
0.336,19.2514, 334.361, 18.1135, 35.6107, 334.361
0.337,19.3087, 334.35, 18.0643, 35.6105, 334.35
0.338,19.366, 334.338, 18.0155, 35.6103, 334.338
0.339,19.4233, 334.327, 17.967, 35.6101, 334.327
0.34,19.4806, 334.316, 17.9189, 35.6099, 334.316
0.341,19.5379, 334.305, 17.871, 35.6097, 334.305
0.342,19.5952, 334.294, 17.8235, 35.6096, 334.294
0.343,19.6525, 334.282, 17.7762, 35.6094, 334.282
0.344,19.7097, 334.271, 17.7293, 35.6092, 334.271
0.345,19.767, 334.26, 17.6827, 35.609, 334.26
0.346,19.8243, 334.249, 17.6364, 35.6088, 334.249
0.347,19.8816, 334.237, 17.5903, 35.6086, 334.237
0.348,19.9389, 334.226, 17.5446, 35.6084, 334.226
0.349,19.9962, 334.215, 17.4992, 35.6082, 334.215
0.35,20.0535, 334.203, 17.454, 35.6081, 334.203
0.351,20.1108, 334.192, 17.4091, 35.6079, 334.192
0.352,20.1681, 334.181, 17.3646, 35.6077, 334.181
0.353,20.2254, 334.169, 17.3202, 35.6075, 334.169
0.354,20.2827, 334.158, 17.2762, 35.6073, 334.158
0.355,20.34, 334.147, 17.2325, 35.6071, 334.147
0.356,20.3973, 334.135, 17.189, 35.6069, 334.135
0.357,20.4546, 334.124, 17.1457, 35.6067, 334.124
0.358,20.5119, 334.112, 17.1028, 35.6065, 334.112
0.359,20.5692, 334.101, 17.0601, 35.6063, 334.101
0.36,20.6265, 334.09, 17.0177, 35.6062, 334.09
0.361,20.6838, 334.078, 16.9755, 35.606, 334.078
0.362,20.7411, 334.067, 16.9335, 35.6058, 334.067
0.363,20.7984, 334.055, 16.8919, 35.6056, 334.055
0.364,20.8557, 334.044, 16.8504, 35.6054, 334.044
0.365,20.913, 334.032, 16.8093, 35.6052, 334.032
0.366,20.9703, 334.021, 16.7683, 35.605, 334.021
0.367,21.0276, 334.009, 16.7276, 35.6048, 334.009
0.368,21.0848, 333.998, 16.6872, 35.6046, 333.998
0.369,21.1421, 333.986, 16.647, 35.6044, 333.986
0.37,21.1994, 333.975, 16.607, 35.6042, 333.975
0.371,21.2567, 333.963, 16.5672, 35.604, 333.963
0.372,21.314, 333.952, 16.5277, 35.6038, 333.952
0.373,21.3713, 333.94, 16.4884, 35.6036, 333.94
0.374,21.4286, 333.929, 16.4493, 35.6035, 333.929
0.375,21.4859, 333.917, 16.4105, 35.6033, 333.917
0.376,21.5432, 333.906, 16.3719, 35.6031, 333.906
0.377,21.6005, 333.894, 16.3335, 35.6029, 333.894
0.378,21.6578, 333.882, 16.2953, 35.6027, 333.882
0.379,21.7151, 333.871, 16.2573, 35.6025, 333.871
0.38,21.7724, 333.859, 16.2195, 35.6023, 333.859
0.381,21.8297, 333.848, 16.182, 35.6021, 333.848
0.382,21.887, 333.836, 16.1446, 35.6019, 333.836
0.383,21.9443, 333.824, 16.1075, 35.6017, 333.824
0.384,22.0016, 333.813, 16.0706, 35.6015, 333.813
0.385,22.0589, 333.801, 16.0338, 35.6013, 333.801
0.386,22.1162, 333.789, 15.9973, 35.6011, 333.789
0.387,22.1735, 333.778, 15.961, 35.6009, 333.778
0.388,22.2308, 333.766, 15.9248, 35.6007, 333.766
0.389,22.2881, 333.754, 15.8889, 35.6005, 333.754
0.39,22.3454, 333.742, 15.8531, 35.6003, 333.742
0.391,22.4026, 333.731, 15.8176, 35.6001, 333.731
0.392,22.4599, 333.719, 15.7822, 35.5999, 333.719
0.393,22.5172, 333.707, 15.747, 35.5997, 333.707
0.394,22.5745, 333.695, 15.7121, 35.5995, 333.695
0.395,22.6318, 333.684, 15.6773, 35.5993, 333.684
0.396,22.6891, 333.672, 15.6426, 35.5991, 333.672
0.397,22.7464, 333.66, 15.6082, 35.5989, 333.66
0.398,22.8037, 333.648, 15.5739, 35.5987, 333.648
0.399,22.861, 333.636, 15.5398, 35.5985, 333.636
0.4,22.9183, 333.625, 15.5059, 35.5983, 333.625
0.401,22.9756, 333.613, 15.4722, 35.5981, 333.613
0.402,23.0329, 333.601, 15.4387, 35.5979, 333.601
0.403,23.0902, 333.589, 15.4053, 35.5977, 333.589
0.404,23.1475, 333.577, 15.3721, 35.5975, 333.577
0.405,23.2048, 333.565, 15.339, 35.5973, 333.565
0.406,23.2621, 333.553, 15.3061, 35.5971, 333.553
0.407,23.3194, 333.542, 15.2734, 35.5969, 333.542
0.408,23.3767, 333.53, 15.2409, 35.5967, 333.53
0.409,23.434, 333.518, 15.2085, 35.5965, 333.518
0.41,23.4913, 333.506, 15.1763, 35.5963, 333.506
0.411,23.5486, 333.494, 15.1442, 35.5961, 333.494
0.412,23.6059, 333.482, 15.1123, 35.5959, 333.482
0.413,23.6632, 333.47, 15.0805, 35.5957, 333.47
0.414,23.7205, 333.458, 15.0489, 35.5954, 333.458
0.415,23.7777, 333.446, 15.0175, 35.5952, 333.446
0.416,23.835, 333.434, 14.9862, 35.595, 333.434
0.417,23.8923, 333.422, 14.9551, 35.5948, 333.422
0.418,23.9496, 333.41, 14.9241, 35.5946, 333.41
0.419,24.0069, 333.398, 14.8933, 35.5944, 333.398
0.42,24.0642, 333.386, 14.8626, 35.5942, 333.386
0.421,24.1215, 333.374, 14.8321, 35.594, 333.374
0.422,24.1788, 333.362, 14.8017, 35.5938, 333.362
0.423,24.2361, 333.35, 14.7714, 35.5936, 333.35
0.424,24.2934, 333.337, 14.7413, 35.5934, 333.337
0.425,24.3507, 333.325, 14.7114, 35.5932, 333.325
0.426,24.408, 333.313, 14.6816, 35.593, 333.313
0.427,24.4653, 333.301, 14.6519, 35.5927, 333.301
0.428,24.5226, 333.289, 14.6223, 35.5925, 333.289
0.429,24.5799, 333.277, 14.5929, 35.5923, 333.277
0.43,24.6372, 333.265, 14.5637, 35.5921, 333.265
0.431,24.6945, 333.253, 14.5345, 35.5919, 333.253
0.432,24.7518, 333.24, 14.5055, 35.5917, 333.24
0.433,24.8091, 333.228, 14.4767, 35.5915, 333.228
0.434,24.8664, 333.216, 14.448, 35.5913, 333.216
0.435,24.9237, 333.204, 14.4194, 35.5911, 333.204
0.436,24.981, 333.192, 14.3909, 35.5908, 333.192
0.437,25.0383, 333.179, 14.3625, 35.5906, 333.179
0.438,25.0956, 333.167, 14.3343, 35.5904, 333.167
0.439,25.1528, 333.155, 14.3062, 35.5902, 333.155
0.44,25.2101, 333.143, 14.2783, 35.59, 333.143
0.441,25.2674, 333.13, 14.2505, 35.5898, 333.13
0.442,25.3247, 333.118, 14.2227, 35.5896, 333.118
0.443,25.382, 333.106, 14.1952, 35.5893, 333.106
0.444,25.4393, 333.093, 14.1677, 35.5891, 333.093
0.445,25.4966, 333.081, 14.1403, 35.5889, 333.081
0.446,25.5539, 333.069, 14.1131, 35.5887, 333.069
0.447,25.6112, 333.056, 14.086, 35.5885, 333.056
0.448,25.6685, 333.044, 14.059, 35.5883, 333.044
0.449,25.7258, 333.032, 14.0322, 35.5881, 333.032
0.45,25.7831, 333.019, 14.0054, 35.5878, 333.019
0.451,25.8404, 333.007, 13.9788, 35.5876, 333.007
0.452,25.8977, 332.994, 13.9522, 35.5874, 332.994
0.453,25.955, 332.982, 13.9258, 35.5872, 332.982
0.454,26.0123, 332.97, 13.8995, 35.587, 332.97
0.455,26.0696, 332.957, 13.8734, 35.5868, 332.957
0.456,26.1269, 332.945, 13.8473, 35.5865, 332.945
0.457,26.1842, 332.932, 13.8213, 35.5863, 332.932
0.458,26.2415, 332.92, 13.7955, 35.5861, 332.92
0.459,26.2988, 332.907, 13.7697, 35.5859, 332.907
0.46,26.3561, 332.895, 13.7441, 35.5857, 332.895
0.461,26.4134, 332.882, 13.7186, 35.5854, 332.882
0.462,26.4707, 332.87, 13.6931, 35.5852, 332.87
0.463,26.5279, 332.857, 13.6678, 35.585, 332.857
0.464,26.5852, 332.845, 13.6426, 35.5848, 332.845
0.465,26.6425, 332.832, 13.6175, 35.5846, 332.832
0.466,26.6998, 332.82, 13.5925, 35.5843, 332.82
0.467,26.7571, 332.807, 13.5676, 35.5841, 332.807
0.468,26.8144, 332.794, 13.5428, 35.5839, 332.794
0.469,26.8717, 332.782, 13.5181, 35.5837, 332.782
0.47,26.929, 332.769, 13.4935, 35.5834, 332.769
0.471,26.9863, 332.757, 13.469, 35.5832, 332.757
0.472,27.0436, 332.744, 13.4446, 35.583, 332.744
0.473,27.1009, 332.731, 13.4203, 35.5828, 332.731
0.474,27.1582, 332.719, 13.3961, 35.5825, 332.719
0.475,27.2155, 332.706, 13.372, 35.5823, 332.706
0.476,27.2728, 332.693, 13.3479, 35.5821, 332.693
0.477,27.3301, 332.681, 13.324, 35.5819, 332.681
0.478,27.3874, 332.668, 13.3002, 35.5816, 332.668
0.479,27.4447, 332.655, 13.2765, 35.5814, 332.655
0.48,27.502, 332.642, 13.2528, 35.5812, 332.642
0.481,27.5593, 332.63, 13.2293, 35.581, 332.63
0.482,27.6166, 332.617, 13.2058, 35.5807, 332.617
0.483,27.6739, 332.604, 13.1825, 35.5805, 332.604
0.484,27.7312, 332.591, 13.1592, 35.5803, 332.591
0.485,27.7885, 332.579, 13.136, 35.5801, 332.579
0.486,27.8457, 332.566, 13.1129, 35.5798, 332.566
0.487,27.903, 332.553, 13.0899, 35.5796, 332.553
0.488,27.9603, 332.54, 13.067, 35.5794, 332.54
0.489,28.0176, 332.527, 13.0442, 35.5791, 332.527
0.49,28.0749, 332.514, 13.0215, 35.5789, 332.514
0.491,28.1322, 332.502, 12.9988, 35.5787, 332.502
0.492,28.1895, 332.489, 12.9762, 35.5785, 332.489
0.493,28.2468, 332.476, 12.9537, 35.5782, 332.476
0.494,28.3041, 332.463, 12.9314, 35.578, 332.463
0.495,28.3614, 332.45, 12.909, 35.5778, 332.45
0.496,28.4187, 332.437, 12.8868, 35.5775, 332.437
0.497,28.476, 332.424, 12.8647, 35.5773, 332.424
0.498,28.5333, 332.411, 12.8426, 35.5771, 332.411
0.499,28.5906, 332.398, 12.8206, 35.5768, 332.398
0.5,28.6479, 332.385, 12.7987, 35.5766, 332.385
0.501,28.7052, 332.372, 12.7769, 35.5764, 332.372
0.502,28.7625, 332.359, 12.7552, 35.5761, 332.359
0.503,28.8198, 332.346, 12.7335, 35.5759, 332.346
0.504,28.8771, 332.333, 12.7119, 35.5757, 332.333
0.505,28.9344, 332.32, 12.6904, 35.5754, 332.32
0.506,28.9917, 332.307, 12.669, 35.5752, 332.307
0.507,29.049, 332.294, 12.6476, 35.575, 332.294
0.508,29.1063, 332.281, 12.6264, 35.5747, 332.281
0.509,29.1636, 332.268, 12.6052, 35.5745, 332.268
0.51,29.2208, 332.255, 12.5841, 35.5743, 332.255
